mysql> select * from jobs;

+-----+---------------------+-----+------+--------+--------+--------+
| id  | time                | red | blue | yellow | status | ticket |
+-----+---------------------+-----+------+--------+--------+--------+
| 116 | 2018-11-13 10:52:43 |   4 |    3 |      0 |      2 | 2B1659 |
| 118 | 2018-11-13 10:52:53 |   3 |    0 |      0 |      2 | 670B81 |
| 122 | 2018-11-14 15:32:18 |   0 |    2 |      2 |      2 | 65F800 |
| 123 | 2018-11-14 15:32:38 |   0 |    3 |      0 |      1 | NULL   |
| 124 | 2018-11-14 15:32:58 |   3 |    3 |      2 |      1 | NULL   |
+-----+---------------------+-----+------+--------+--------+--------+
5 rows in set (0.00 sec)

mysql> select * from log;

+-----+---------------------+---------+------------------------------------+-------+
| id  | time                | cell_id | comment                            | event |
| 183 | 2018-11-12 20:04:06 |       3 | order id = 71                      |     7 |
| 184 | 2018-11-12 20:04:09 |       3 | order id = 71                      |     8 |
| 185 | 2018-11-12 20:04:12 |       3 | order id = 71                      |     8 |
| 186 | 2018-11-12 20:04:12 |       3 | order id = 72                      |     7 |
| 187 | 2018-11-12 20:04:15 |       3 | order id = 72                      |     8 |
| 188 | 2018-11-12 20:04:15 |       3 | order id = 73                      |     7 |
| 189 | 2018-11-12 20:04:18 |       3 | order id = 73                      |     8 |
| 190 | 2018-11-12 20:04:22 |       3 | order id = 73                      |     8 |
| 191 | 2018-11-12 20:04:22 |       3 | order id = 74                      |     7 |
| 192 | 2018-11-12 20:04:25 |       3 | order id = 74                      |     8 |
| 193 | 2018-11-12 20:04:25 |       3 | order id = 75                      |     7 |
| 194 | 2018-11-12 20:04:28 |       3 | order id = 75                      |     8 |
| 195 | 2018-11-12 20:04:31 |       3 | order id = 75                      |     8 |
| 196 | 2018-11-12 20:04:31 |       3 | order id = 76                      |     7 |
| 197 | 2018-11-12 20:04:34 |       3 | order id = 76                      |     8 |
| 198 | 2018-11-12 20:04:38 |       3 | order id = 76                      |     8 |
| 199 | 2018-11-12 20:04:38 |       3 | order id = 77                      |     7 |
| 200 | 2018-11-12 20:04:41 |       3 | order id = 77                      |     8 |
| 201 | 2018-11-12 20:04:41 |       3 | order id = 78                      |     7 |
| 202 | 2018-11-12 20:04:44 |       3 | order id = 78                      |     8 |
| 203 | 2018-11-12 20:04:47 |       3 | order id = 78                      |     8 |
| 204 | 2018-11-12 20:04:48 |       3 | order id = 79                      |     7 |
| 205 | 2018-11-12 20:04:51 |       3 | order id = 79                      |     8 |
| 206 | 2018-11-12 20:04:51 |       3 | order id = 80                      |     7 |
| 207 | 2018-11-12 20:04:54 |       3 | order id = 80                      |     8 |
| 208 | 2018-11-12 20:04:57 |       3 | order id = 80                      |     8 |
| 209 | 2018-11-12 20:04:57 |       3 | order id = 81                      |     7 |
| 210 | 2018-11-12 20:05:01 |       3 | order id = 81                      |     8 |
| 211 | 2018-11-12 20:05:01 |       3 | order id = 82                      |     7 |
| 212 | 2018-11-12 20:05:04 |       3 | order id = 82                      |     8 |
| 213 | 2018-11-12 20:05:07 |       3 | order id = 82                      |     8 |
| 214 | 2018-11-12 20:05:07 |       3 | order id = 83                      |     7 |
| 215 | 2018-11-12 20:05:11 |       3 | order id = 83                      |     8 |
| 216 | 2018-11-12 20:05:11 |       3 | order id = 84                      |     7 |
| 217 | 2018-11-12 20:05:14 |       3 | order id = 84                      |     8 |
| 218 | 2018-11-12 20:05:17 |       3 | order id = 84                      |     8 |
| 219 | 2018-11-12 20:05:17 |       3 | order id = 85                      |     7 |
| 220 | 2018-11-12 20:05:21 |       3 | order id = 85                      |     8 |
| 221 | 2018-11-12 20:05:21 |       3 | order id = 86                      |     7 |
| 222 | 2018-11-12 20:05:24 |       3 | order id = 86                      |     8 |
| 223 | 2018-11-12 20:05:27 |       3 | order id = 86                      |     8 |
| 224 | 2018-11-12 20:05:27 |       3 | order id = 87                      |     7 |
| 225 | 2018-11-12 20:05:30 |       3 | order id = 87                      |     8 |
| 226 | 2018-11-12 20:05:33 |       3 | order id = 87                      |     8 |
| 227 | 2018-11-12 20:05:34 |       3 | order id = 88                      |     7 |
| 228 | 2018-11-12 20:05:37 |       3 | order id = 88                      |     8 |
| 229 | 2018-11-12 20:05:37 |       3 | order id = 89                      |     7 |
| 230 | 2018-11-12 20:05:40 |       3 | order id = 89                      |     8 |
| 231 | 2018-11-12 20:05:43 |       3 | order id = 89                      |     8 |
| 232 | 2018-11-12 20:05:43 |       3 | order id = 90                      |     7 |
| 233 | 2018-11-12 20:05:46 |       3 | order id = 90                      |     8 |
| 234 | 2018-11-12 20:05:47 |       3 | order id = 91                      |     7 |
| 235 | 2018-11-12 20:05:50 |       3 | order id = 91                      |     8 |
| 236 | 2018-11-12 20:05:53 |       3 | order id = 91                      |     8 |
| 237 | 2018-11-12 20:05:53 |       3 | order id = 92                      |     7 |
| 238 | 2018-11-12 20:05:56 |       3 | order id = 92                      |     8 |
| 239 | 2018-11-12 20:05:56 |       3 | order id = 93                      |     7 |
| 240 | 2018-11-12 20:05:59 |       3 | order id = 93                      |     8 |
| 241 | 2018-11-12 20:06:02 |       3 | order id = 93                      |     8 |
| 242 | 2018-11-12 20:06:03 |       3 | order id = 94                      |     7 |
| 243 | 2018-11-12 20:06:06 |       3 | order id = 94                      |     8 |
| 244 | 2018-11-12 20:06:09 |       3 | order id = 94                      |     8 |
| 245 | 2018-11-12 20:06:09 |       3 | order id = 95                      |     7 |
| 246 | 2018-11-12 20:06:12 |       3 | order id = 95                      |     8 |
| 247 | 2018-11-12 20:06:12 |       3 | order id = 96                      |     7 |
| 248 | 2018-11-12 20:06:15 |       3 | order id = 96                      |     8 |
| 249 | 2018-11-12 20:06:18 |       3 | order id = 96                      |     8 |
| 250 | 2018-11-12 20:06:19 |       3 | order id = 97                      |     7 |
| 251 | 2018-11-12 20:06:22 |       3 | order id = 97                      |     8 |
| 252 | 2018-11-12 20:06:22 |       3 | order id = 98                      |     7 |
| 253 | 2018-11-12 20:06:25 |       3 | order id = 98                      |     8 |
| 254 | 2018-11-12 20:06:29 |       3 | order id = 98                      |     8 |
| 255 | 2018-11-12 20:06:29 |       3 | order id = 99                      |     7 |
| 256 | 2018-11-12 20:06:32 |       3 | order id = 99                      |     8 |
| 257 | 2018-11-12 20:06:32 |       3 | order id = 100                     |     7 |
| 258 | 2018-11-12 20:06:35 |       3 | order id = 100                     |     8 |
| 259 | 2018-11-12 20:06:38 |       3 | order id = 100                     |     8 |
| 260 | 2018-11-12 20:06:38 |       3 | order id = 101                     |     7 |
| 261 | 2018-11-12 20:06:41 |       3 | order id = 101                     |     8 |
| 262 | 2018-11-12 20:06:45 |       3 | order id = 101                     |     8 |
| 263 | 2018-11-12 20:06:45 |       3 | order id = 102                     |     7 |
| 264 | 2018-11-12 20:06:48 |       3 | order id = 102                     |     8 |
| 265 | 2018-11-12 20:06:48 |       3 | order id = 103                     |     7 |
| 266 | 2018-11-12 20:06:51 |       3 | order id = 103                     |     8 |
| 267 | 2018-11-12 20:06:54 |       3 | order id = 103                     |     8 |
| 268 | 2018-11-12 20:06:54 |       3 | order id = 104                     |     7 |
| 269 | 2018-11-12 20:06:58 |       3 | order id = 104                     |     8 |
| 270 | 2018-11-12 20:06:58 |       3 | order id = 105                     |     7 |
| 271 | 2018-11-12 20:07:01 |       3 | order id = 105                     |     8 |
| 272 | 2018-11-12 20:07:04 |       3 | order id = 105                     |     8 |
| 273 | 2018-11-12 20:07:04 |       3 | order id = 106                     |     7 |
| 274 | 2018-11-12 20:07:07 |       3 | order id = 106                     |     8 |
| 275 | 2018-11-12 20:07:08 |       3 | order id = 107                     |     7 |
| 276 | 2018-11-12 20:07:11 |       3 | order id = 107                     |     8 |
| 277 | 2018-11-13 10:46:20 |       3 | order id = 111                     |     7 |
| 278 | 2018-11-13 10:46:35 |       3 | order id = 111                     |     8 |
| 279 | 2018-11-13 10:46:50 |       3 | order id = 111                     |     8 |
